OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,TotalPrice
155,1856,106,3,463.36,1390.08
156,1195,154,1,157.1,157.1
157,2090,345,2,1459.17,2918.34
158,2268,419,4,682.27,2729.08
159,547,404,3,1472.42,4417.26
160,760,297,5,708.19,3540.9500000000003
161,1710,210,2,1950.33,3900.66
162,1499,251,4,1010.1,4040.4
163,2360,404,3,236.74,710.22
164,1004,406,3,1619.73,4859.1900000000005
165,1764,298,1,1027.88,1027.88
166,949,224,4,91.72,366.88
167,2196,91,4,1670.8,6683.2
168,1083,20,2,1756.65,3513.3
169,134,498,1,574.94,574.94
170,1588,458,5,996.34,4981.7
171,2329,92,3,513.16,1539.48
172,1378,299,4,1248.61,4994.44
173,1205,76,5,272.05,1360.25
174,74,489,5,1712.33,8561.65
175,313,378,2,660.76,1321.52
176,792,415,3,1705.41,5116.2300000000005
177,1504,205,5,1878.57,9392.85
178,243,398,3,674.77,2024.31
179,1392,408,3,237.1,711.3
180,2076,340,5,545.74,2728.7
181,2064,323,5,939.96,4699.8
182,543,374,5,1115.93,5579.650000000001
183,1786,285,2,1785.17,3570.34
184,2108,321,4,1898.76,7595.04
185,1009,285,5,441.27,2206.35
186,500,131,2,420.67,841.34
187,180,357,5,1711.22,8556.1
188,752,76,3,401.04,1203.1200000000001
189,1844,239,1,1637.49,1637.49
190,634,73,4,488.52,1954.08
191,596,248,2,750.98,1501.96
192,1430,43,5,1646.04,8230.2
193,2348,329,3,1382.71,4148.13
194,2401,184,2,1910.98,3821.96
195,1289,491,4,742.39,2969.56
196,1578,381,5,1441.58,7207.9
197,43,366,4,1130.43,4521.72
198,1038,59,3,460.44,1381.32
199,2164,113,3,1853.03,5559.09
200,2259,436,5,623.55,3117.75
201,276,320,3,1031.73,3095.19
202,745,383,4,252.48,1009.92
203,1041,470,3,1999.37,5998.11
204,638,226,3,320.3,960.9000000000001
205,1134,195,2,227.55,455.1
206,734,102,1,535.43,535.43
207,1075,454,3,1992.9,5978.700000000001
208,352,352,5,1795.95,8979.75
209,1115,488,1,1519.61,1519.61
210,1309,48,5,541.19,2705.9500000000003
211,804,359,4,1064.86,4259.44
212,1434,498,2,1733.41,3466.82
213,1379,379,2,515.58,1031.16
214,284,382,1,1764.24,1764.24
215,727,426,2,1028.05,2056.1
216,2067,93,2,1627.94,3255.88
217,1533,142,3,1247.53,3742.59
218,161,364,5,1728.05,8640.25
219,885,27,2,1705.96,3411.92
220,553,365,5,250.76,1253.8
221,1010,59,3,1256.16,3768.4800000000005
222,1026,332,1,1943.45,1943.45
223,1261,224,4,192.08,768.32
224,95,203,1,973.76,973.76
225,1183,88,1,136.32,136.32
226,494,168,1,1558.79,1558.79
227,2081,16,3,1858.95,5576.85
228,323,233,4,1886.99,7547.96
229,541,492,3,123.84,371.52
230,1637,26,4,1891.94,7567.76
231,158,266,5,1243.72,6218.6
232,272,285,2,1889.69,3779.38
233,657,80,1,292.4,292.4
234,2181,184,1,72.01,72.01
235,283,459,5,221.21,1106.05
236,1443,62,5,1477.87,7389.349999999999
237,2203,367,3,933.23,2799.69
238,1728,257,5,1021.68,5108.4
239,1160,474,2,1172.49,2344.98
240,1691,374,5,1204.78,6023.9
241,809,13,2,813.57,1627.14
242,885,419,1,1438.28,1438.28
243,847,381,1,1608.81,1608.81
244,525,310,3,1851.86,5555.58
245,1448,498,4,397.3,1589.2
246,1486,495,1,529.05,529.05
247,188,426,5,318.73,1593.65
248,1528,16,3,459.51,1378.53
249,1760,81,4,563.76,2255.04
250,772,319,2,1946.28,3892.56
251,626,207,2,938.36,1876.72
252,2324,152,3,892.44,2677.32
253,1834,444,1,905.85,905.85
254,1196,390,3,1462.48,4387.4400000000005
255,149,440,2,1373.54,2747.08
256,1089,357,4,1956.08,7824.32
257,1428,261,2,1214.48,2428.96
258,2484,499,1,285.7,285.7
259,2358,311,2,1052.09,2104.18
260,2250,39,3,101.4,304.20000000000005
261,1518,297,4,1889.72,7558.88
262,896,369,5,1377.91,6889.55
263,1062,401,2,760.95,1521.9
264,1648,322,1,1324.15,1324.15
265,261,495,1,1446.09,1446.09
266,2487,178,1,1716.43,1716.43
267,1823,395,2,1403.81,2807.62
268,2376,112,2,857.87,1715.74
269,1866,68,4,1421.79,5687.16
270,856,392,1,1557.47,1557.47
271,761,127,3,712.51,2137.5299999999997
272,1586,71,1,328.42,328.42
273,1036,226,2,1191.51,2383.02
274,2347,134,1,303.42,303.42
275,936,466,3,404.47,1213.41
276,765,38,5,463.9,2319.5
277,233,6,5,951.83,4759.150000000001
278,2012,234,5,1233.54,6167.7
279,1424,284,2,1974.51,3949.02
280,1265,30,3,807.94,2423.82
281,2079,357,2,1808.14,3616.28
282,114,308,3,849.62,2548.86
283,884,177,5,1128.28,5641.4
284,1677,285,4,691.72,2766.88
285,2115,442,3,64.17,192.51
286,1004,192,3,1508.07,4524.21
287,470,400,4,1988.83,7955.32
288,1899,236,4,792.56,3170.24
289,2065,321,5,1680.34,8401.699999999999
290,725,288,4,254.93,1019.72
291,969,10,5,1311.9,6559.5
292,2208,159,1,1622.8,1622.8
293,63,342,3,447.49,1342.47
294,1527,8,5,1139.69,5698.450000000001
295,766,419,4,697.94,2791.76
296,1298,464,1,1355.29,1355.29
297,284,316,2,725.56,1451.12
298,2390,302,3,1590.62,4771.86
299,1736,297,1,1624.38,1624.38
300,1437,173,4,396.79,1587.16
301,1312,58,5,631.09,3155.4500000000003
302,1577,442,5,1587.77,7938.85
303,282,110,5,1341.02,6705.1
304,2386,243,3,1056.18,3168.54
305,2153,94,3,1263.81,3791.43
306,258,107,5,1827.07,9135.35
307,704,493,1,175.76,175.76
308,116,196,1,1502.99,1502.99
309,1651,494,5,817.95,4089.75
310,1728,483,2,635.0,1270.0
311,287,37,5,684.55,3422.75
312,2338,2,3,652.58,1957.7400000000002
313,654,210,5,230.35,1151.75
314,2438,437,4,736.1,2944.4
315,333,115,1,650.91,650.91
316,812,34,1,1552.68,1552.68
317,2350,104,4,1646.76,6587.04
318,2056,286,1,1866.05,1866.05
319,331,139,2,1291.64,2583.28
320,1161,322,5,304.04,1520.2
321,740,210,1,1060.29,1060.29
322,1593,126,1,1405.33,1405.33
323,1545,359,3,424.65,1273.9499999999998
324,2283,255,3,1785.09,5355.2699999999995
325,2368,378,3,1311.1,3933.2999999999997
326,1385,63,5,961.57,4807.85
327,955,119,4,1863.82,7455.28
328,865,195,1,1335.7,1335.7
329,831,77,4,1161.52,4646.08
330,1835,211,2,1788.59,3577.18
331,292,124,5,1876.45,9382.25
332,2043,166,4,887.76,3551.04
333,1091,27,4,947.91,3791.64
334,1626,407,1,1756.83,1756.83
335,99,436,5,1981.83,9909.15
336,986,23,4,877.2,3508.8
337,1766,325,3,1666.79,5000.37
338,1874,10,1,1232.72,1232.72
339,980,252,5,114.91,574.55
340,61,388,4,1522.82,6091.28
341,1423,26,2,742.71,1485.42
342,651,207,4,670.0,2680.0
343,1022,291,4,1400.11,5600.44
344,1776,358,1,1276.11,1276.11
345,1382,170,1,1236.43,1236.43
346,2262,241,2,1973.57,3947.14
347,2451,345,1,192.93,192.93
348,1791,84,2,155.31,310.62
349,1681,267,5,499.93,2499.65
350,1043,158,1,966.15,966.15
351,1970,25,2,1289.74,2579.48
352,1767,64,2,339.96,679.92
353,590,410,2,1276.47,2552.94
354,2344,53,4,777.75,3111.0
355,349,148,5,708.35,3541.75
356,1976,402,2,1727.82,3455.64
357,1391,119,5,1650.25,8251.25
358,2276,96,5,255.79,1278.95
359,2338,372,4,670.72,2682.88
360,1392,322,5,1559.57,7797.849999999999
361,837,182,1,1701.95,1701.95
362,4,141,5,1547.46,7737.3
363,200,459,2,714.25,1428.5
364,1703,74,2,640.3,1280.6
365,688,33,3,1901.9,5705.700000000001
366,2378,464,2,978.96,1957.92
367,707,469,1,73.15,73.15
368,812,452,3,263.49,790.47
369,1072,486,3,317.2,951.5999999999999
370,673,134,3,1231.52,3694.56
371,325,48,4,1701.81,6807.24
372,2025,347,5,1988.97,9944.85
373,1279,467,2,1985.58,3971.16
374,39,419,2,1734.86,3469.72
375,911,327,2,408.22,816.44
376,242,403,4,833.31,3333.24
377,1638,254,5,1785.36,8926.8
378,1636,350,4,682.02,2728.08
379,62,129,3,1473.18,4419.54
380,2333,22,3,1107.08,3321.24
381,1323,279,5,764.47,3822.3500000000004
382,656,226,4,1777.25,7109.0
383,2497,238,3,886.02,2658.06
384,2362,235,5,853.19,4265.950000000001
385,1236,27,2,1755.89,3511.78
386,1909,114,3,971.93,2915.79
387,980,435,1,441.61,441.61
388,728,32,2,1289.66,2579.32
389,2094,399,3,1757.64,5272.92
390,2060,130,3,1879.19,5637.57
391,1932,487,5,595.97,2979.8500000000004
392,965,402,1,836.65,836.65
393,1409,36,4,500.06,2000.24
394,260,33,4,73.22,292.88
395,343,243,3,1800.37,5401.11
396,1966,269,1,1258.88,1258.88
397,1639,389,1,86.55,86.55
398,1279,161,4,1810.81,7243.24
399,1839,277,5,1864.06,9320.3
400,1761,350,5,1394.8,6974.0
401,2277,81,5,568.62,2843.1
402,1388,436,2,1445.94,2891.88
403,828,391,1,354.59,354.59
404,2372,291,2,1188.52,2377.04
405,88,147,3,1152.03,3456.09
406,660,285,5,264.41,1322.0500000000002
407,1402,289,4,1222.4,4889.6
408,2097,374,3,1376.11,4128.33
409,816,278,2,240.66,481.32
410,2179,263,5,1945.21,9726.05
411,1512,279,1,236.1,236.1
412,2397,152,5,1565.29,7826.45
413,731,231,2,891.65,1783.3
414,1252,185,3,1503.52,4510.5599999999995
415,1432,363,1,628.27,628.27
416,545,358,3,146.27,438.81000000000006
417,1925,437,4,183.38,733.52
418,35,358,2,948.7,1897.4
419,1462,473,1,1211.46,1211.46
420,2125,370,5,257.75,1288.75
421,1954,150,3,1262.79,3788.37
422,2181,80,1,402.75,402.75
423,2445,163,2,1965.65,3931.3
424,1234,190,4,1341.69,5366.76
425,1661,404,2,885.87,1771.74
426,1817,78,1,984.56,984.56
427,1069,212,4,1914.8,7659.2
428,2194,201,5,694.8,3474.0
429,439,455,1,1392.04,1392.04
430,171,66,1,183.75,183.75
431,1967,470,3,1667.58,5002.74
432,1685,404,3,737.4,2212.2
433,1085,204,5,641.84,3209.2000000000003
434,911,229,5,1295.81,6479.049999999999
435,361,253,2,1810.02,3620.04
436,652,424,4,224.09,896.36
437,1641,278,1,1725.19,1725.19
438,1359,108,2,244.03,488.06
439,2220,392,3,1053.44,3160.32
440,885,307,5,698.8,3494.0
441,1226,470,5,1724.61,8623.05
442,355,184,4,1697.19,6788.76
443,1359,480,4,224.74,898.96
444,2429,491,3,238.9,716.7
445,1470,297,2,1168.58,2337.16
446,628,434,4,1050.72,4202.88
447,1083,215,4,1439.61,5758.44
448,944,143,2,820.14,1640.28
449,658,232,3,502.0,1506.0
450,231,67,4,1883.77,7535.08
451,1256,51,4,1146.35,4585.4
452,1052,218,4,1428.32,5713.28
453,2491,326,1,1131.96,1131.96
454,1413,337,3,1701.78,5105.34
455,1980,391,1,608.07,608.07
456,2389,295,5,1857.59,9287.949999999999
457,2016,318,2,978.26,1956.52
458,602,281,5,575.32,2876.6000000000004
459,1846,92,1,890.45,890.45
460,2029,494,2,1937.27,3874.54
461,1394,153,3,962.81,2888.43
462,13,452,2,1679.41,3358.82
463,1666,196,2,1877.54,3755.08
464,166,426,5,1934.02,9670.1
465,2113,363,3,87.72,263.15999999999997
466,1989,136,2,1434.2,2868.4
467,1266,436,1,1659.77,1659.77
468,736,437,4,806.67,3226.68
469,792,276,3,1093.12,3279.3599999999997
470,1975,241,5,172.82,864.0999999999999
471,1584,373,5,1322.85,6614.25
472,1837,434,5,1425.02,7125.1
473,1213,10,1,1003.76,1003.76
474,104,320,2,1847.81,3695.62
475,2208,394,4,470.0,1880.0
476,1075,104,3,1675.01,5025.03
477,2183,446,5,1716.35,8581.75
478,1916,50,4,1526.62,6106.48
479,511,57,1,1559.55,1559.55
480,762,381,1,1028.85,1028.85
481,378,411,4,1263.77,5055.08
482,2226,185,3,298.93,896.79
483,742,46,1,543.21,543.21
484,1315,95,5,1260.33,6301.65
485,1533,378,2,858.3,1716.6
486,1576,391,1,470.21,470.21
487,218,378,4,286.31,1145.24
488,479,428,3,1926.25,5778.75
489,1309,4,4,1089.88,4359.52
490,2186,364,4,86.57,346.28
491,635,26,5,818.64,4093.2
492,2074,454,3,1681.75,5045.25
493,140,194,5,1363.67,6818.35
494,674,76,5,436.32,2181.6
495,2024,409,2,268.75,537.5
496,148,441,2,781.97,1563.94
497,1771,393,5,1742.1,8710.5
498,2191,8,1,811.26,811.26
499,2251,141,5,1088.05,5440.25
500,898,417,3,651.99,1955.97
501,2208,136,4,1617.03,6468.12
502,1863,175,2,1463.67,2927.34
503,2071,6,4,1375.68,5502.72
504,790,283,1,73.25,73.25
505,2292,477,4,1232.14,4928.56
506,2296,450,1,1751.47,1751.47
507,1908,244,2,624.44,1248.88
508,992,80,5,1798.56,8992.8
509,548,192,2,624.73,1249.46
510,1319,36,3,1231.42,3694.26
511,753,393,1,1058.04,1058.04
512,2181,265,3,479.76,1439.28
513,1152,147,2,1341.59,2683.18
514,1711,321,2,971.7,1943.4
515,2117,500,5,131.25,656.25
516,1113,153,2,885.33,1770.66
517,243,208,5,1049.2,5246.0
518,40,360,5,752.64,3763.2
519,2322,57,3,1875.32,5625.96
520,1830,121,2,1615.82,3231.64
521,1658,395,1,843.76,843.76
522,660,238,4,1822.35,7289.4
523,774,337,1,1705.74,1705.74
524,1489,441,2,1612.02,3224.04
525,151,202,1,722.7,722.7
526,456,30,4,114.89,459.56
527,1287,313,4,148.14,592.56
528,1274,479,2,1032.6,2065.2
529,1065,480,3,1594.01,4782.03
530,869,140,1,658.63,658.63
531,291,456,1,1705.59,1705.59
532,323,370,2,1842.54,3685.08
533,788,492,1,639.83,639.83
534,1290,395,3,560.93,1682.79
535,162,328,1,1264.88,1264.88
536,1986,150,2,1926.83,3853.66
537,863,200,5,1636.21,8181.05
538,654,171,4,1751.34,7005.36
539,809,473,3,1626.67,4880.01
540,2352,196,4,1023.36,4093.44
541,1237,15,3,938.06,2814.18
542,374,229,1,726.77,726.77
543,746,345,4,1402.14,5608.56
544,1452,15,4,1533.23,6132.92
545,2008,363,2,1357.96,2715.92
546,91,96,4,902.22,3608.88
547,1021,30,2,394.95,789.9
548,1303,413,1,355.82,355.82
549,299,444,5,907.98,4539.9
550,1780,304,2,1576.65,3153.3
551,1419,375,3,398.28,1194.84
552,964,179,1,781.19,781.19
553,2057,85,3,1850.68,5552.04
554,1590,428,1,1298.59,1298.59
555,1300,148,1,80.41,80.41
556,2074,2,1,1619.16,1619.16
557,2277,36,5,678.59,3392.9500000000003
558,344,469,2,433.98,867.96
559,25,190,1,1736.16,1736.16
560,367,26,5,190.77,953.85
561,2380,479,3,862.06,2586.18
562,1722,184,1,1186.87,1186.87
563,424,284,5,473.93,2369.65
564,1726,93,3,940.47,2821.41
565,1812,337,2,1542.43,3084.86
566,1378,465,2,980.62,1961.24
567,1149,492,3,334.78,1004.3399999999999
568,72,260,5,1151.19,5755.950000000001
569,29,83,4,891.49,3565.96
570,1992,167,3,1144.54,3433.62
571,1225,150,4,859.6,3438.4
572,801,481,5,1626.93,8134.650000000001
573,1792,4,2,1261.21,2522.42
574,969,373,3,1747.14,5241.42
575,2490,140,4,1435.06,5740.24
576,454,401,3,1230.32,3690.96
577,1285,426,2,799.91,1599.82
578,2256,235,1,791.97,791.97
579,2183,182,5,1876.73,9383.65
580,1397,357,1,1860.33,1860.33
581,872,119,3,1883.98,5651.9400000000005
582,1469,221,1,1117.92,1117.92
583,140,252,3,911.92,2735.7599999999998
584,900,430,5,753.96,3769.8
585,1129,353,3,1255.86,3767.58
586,118,342,1,1427.63,1427.63
587,557,387,2,1967.8,3935.6
588,1719,222,5,1458.35,7291.75
589,1157,409,1,188.35,188.35
590,2350,194,2,396.02,792.04
591,2273,382,2,1320.12,2640.24
592,1125,185,2,1871.72,3743.44
593,1787,314,2,323.57,647.14
594,1336,448,2,793.32,1586.64
595,1756,200,2,429.28,858.56
596,2331,140,4,1586.43,6345.72
597,1004,1,5,373.35,1866.75
598,340,289,3,1800.45,5401.35
599,738,45,2,282.27,564.54
600,322,487,3,376.74,1130.22
601,441,319,2,1542.65,3085.3
602,424,403,4,1846.08,7384.32
603,1268,104,2,730.7,1461.4
604,2496,25,5,408.68,2043.4
605,2224,21,3,1109.0,3327.0
606,1620,95,4,1653.68,6614.72
607,893,484,1,1755.93,1755.93
608,794,233,2,1957.94,3915.88
609,2384,32,2,365.05,730.1
610,1367,39,5,864.41,4322.05
611,1850,173,4,579.56,2318.24
612,955,150,5,1461.71,7308.55
613,1652,346,5,129.41,647.05
614,2055,140,3,440.43,1321.29
615,202,31,3,289.58,868.74
616,2059,356,3,570.0,1710.0
617,1751,323,3,943.58,2830.7400000000002
618,2083,281,2,1184.64,2369.28
619,1472,255,4,1334.67,5338.68
620,2313,66,5,1853.88,9269.400000000001
621,1800,281,2,912.58,1825.16
622,773,165,3,89.44,268.32
623,1777,35,3,1037.98,3113.94
624,3,485,2,248.19,496.38
625,675,46,5,226.83,1134.15
626,689,208,3,483.48,1450.44
627,296,77,4,786.08,3144.32
628,1501,271,1,71.22,71.22
629,520,232,4,741.25,2965.0
630,1524,75,3,1849.28,5547.84
631,610,324,1,527.36,527.36
632,175,10,4,208.82,835.28
633,594,313,5,977.93,4889.65
634,1247,90,5,217.22,1086.1
635,1804,354,2,1973.34,3946.68
636,1571,72,3,1515.39,4546.17
637,2373,112,3,905.28,2715.84
638,1510,69,4,1307.65,5230.6
639,902,102,1,408.02,408.02
640,967,87,5,1045.44,5227.200000000001
641,1806,98,1,459.15,459.15
642,2405,449,5,602.97,3014.8500000000004
643,1812,132,3,750.25,2250.75
644,1036,46,4,1037.84,4151.36
645,2093,442,5,984.39,4921.95
646,2372,291,1,1133.62,1133.62
647,1177,36,3,1319.7,3959.1000000000004
648,1104,365,1,1766.24,1766.24
649,1077,172,4,1175.52,4702.08
650,481,358,5,1298.94,6494.700000000001
651,242,452,3,172.66,517.98
652,798,460,1,1273.23,1273.23
653,1454,169,3,536.4,1609.1999999999998
654,480,199,2,1797.72,3595.44
655,1093,199,3,271.0,813.0
656,2483,247,4,1217.39,4869.56
657,2141,404,3,1191.16,3573.4800000000005
658,528,394,3,1040.71,3122.13
659,824,53,1,117.65,117.65
660,744,168,4,1806.63,7226.52
661,891,292,1,1409.85,1409.85
662,1926,86,5,1897.33,9486.65
663,2314,292,5,258.14,1290.6999999999998
664,1763,127,2,1880.48,3760.96
665,2015,73,3,1469.69,4409.07
666,746,475,3,1655.43,4966.29
667,1321,226,1,1120.3,1120.3
668,590,363,5,598.19,2990.9500000000003
669,2068,447,5,1776.0,8880.0
670,180,493,5,1087.73,5438.65
671,927,435,5,1923.96,9619.8
672,1000,230,5,1401.16,7005.8
673,1946,155,2,962.11,1924.22
674,1813,307,3,616.66,1849.98
675,867,204,5,1600.03,8000.15
676,2479,239,5,388.61,1943.0500000000002
677,2410,167,4,1270.47,5081.88
678,1397,26,2,139.72,279.44
679,2081,310,5,1589.18,7945.900000000001
680,1975,204,4,1709.75,6839.0
681,1901,203,4,1070.94,4283.76
682,402,240,2,994.57,1989.14
683,1817,152,3,1715.21,5145.63
684,955,220,1,1978.34,1978.34
685,1358,461,3,1271.94,3815.82
686,785,384,2,680.93,1361.86
687,948,182,3,547.2,1641.6000000000001
688,1772,215,3,95.98,287.94
689,579,85,1,1923.27,1923.27
690,1219,9,3,182.48,547.4399999999999
691,2198,39,3,120.71,362.13
692,1059,281,3,348.55,1045.65
693,1128,207,5,494.29,2471.4500000000003
694,1844,147,4,617.91,2471.64
695,1319,125,3,221.41,664.23
696,75,432,5,1885.88,9429.400000000001
697,1159,70,4,209.58,838.32
698,2454,360,1,133.79,133.79
699,130,115,5,261.43,1307.15
700,96,299,2,668.33,1336.66
701,1656,42,4,1155.35,4621.4
702,1107,318,1,380.05,380.05
703,108,425,3,288.98,866.94
704,847,8,3,681.22,2043.66
705,12,181,3,730.24,2190.7200000000003
706,308,150,1,1294.21,1294.21
707,2315,304,2,70.06,140.12
708,2148,474,3,262.13,786.39
709,1681,174,5,767.87,3839.35
710,495,292,3,845.3,2535.8999999999996
711,2333,342,5,717.6,3588.0
712,82,233,5,647.03,3235.1499999999996
713,1623,413,5,800.5,4002.5
714,623,51,3,537.38,1612.1399999999999
715,590,422,3,1395.34,4186.0199999999995
716,963,260,5,999.59,4997.95
717,948,443,2,758.95,1517.9
718,1204,165,1,325.05,325.05
719,691,238,3,870.92,2612.7599999999998
720,1473,324,1,1709.71,1709.71
721,2194,265,4,637.08,2548.32
722,731,92,5,1108.2,5541.0
723,316,271,5,1469.89,7349.450000000001
724,2041,471,1,554.52,554.52
725,441,363,1,1687.84,1687.84
726,1802,44,2,304.99,609.98
727,333,499,1,742.04,742.04
728,1224,29,4,1198.56,4794.24
729,1724,125,3,1755.51,5266.53
730,932,498,3,1401.78,4205.34
731,1618,304,5,1202.13,6010.650000000001
732,1171,24,2,180.25,360.5
733,2036,450,2,876.85,1753.7
734,149,460,5,201.98,1009.9
735,2114,264,2,1302.5,2605.0
736,916,148,3,907.19,2721.57
737,824,399,4,155.98,623.92
738,905,477,3,578.57,1735.71
739,1896,342,2,435.85,871.7
740,1,481,4,1469.95,5879.8
741,935,232,3,1518.1,4554.299999999999
742,790,122,4,119.46,477.84
743,1506,473,5,1785.95,8929.75
744,191,123,2,1686.54,3373.08
745,1224,116,4,1848.75,7395.0
746,1218,309,1,275.09,275.09
747,1908,177,4,687.85,2751.4
748,1326,262,2,499.18,998.36
749,2183,243,2,830.72,1661.44
750,1994,403,3,1776.66,5329.9800000000005
751,967,202,2,633.05,1266.1
752,1053,169,1,854.58,854.58
753,1747,192,3,388.9,1166.6999999999998
754,1490,460,2,1168.77,2337.54
755,1802,30,1,965.51,965.51
756,421,85,3,1563.79,4691.37
757,363,484,3,219.98,659.9399999999999
758,2071,214,1,1848.23,1848.23
759,1112,292,4,1353.74,5414.96
